"Dans un espace de Hilbert $H$, comment est caractérisée la topologie faible ?",C'est la topologie la moins fine qui assure la continuité de toutes les formes linéaires (fortement) continues sur $H$.
Quand est-ce qu'une suite $(u_n)_{n \in \mathbb{N}}$ d'éléments d'un espace de Hilbert $H$ converge vers $u \in H$ au sens de la topologie faible ?,"Elle converge vers $u$ au sens de la topologie faible si et seulement si elle converge faiblement vers $u$ au sens de la définition de la convergence faible, soit $\forall v \in H, (u_n, v)_H \to (u, v)_H$."
Quelle est la relation entre la topologie faible et la topologie forte dans un espace de Hilbert $H$ de dimension finie ?,"En dimension finie, la topologie faible coïncide avec la topologie forte ($\mathcal{O}_{faible} = \mathcal{O}_{forte}$)."
Quel est le principal résultat du Théorème 13 concernant les suites bornées dans un espace de Hilbert $H$ ?,"De toute suite $(u_n)_{n \in \mathbb{N}}$ bornée d'éléments de $H$, on peut extraire une sous-suite $(u_{n_k})_{k \in \mathbb{N}}$ qui converge faiblement dans $H$."
Soit une suite $(u_n)$ qui converge faiblement vers $u$ dans un espace de Hilbert $H$. Quelle est la relation entre $\|u\|_H$ et la limite inférieure des normes de $u_n$ ?,On a l'inégalité $\|u\|_H \le \liminf_{n \to \infty} \|u_n\|_H$.
"Si $(u_n)$ converge faiblement vers $u$ et $(v_n)$ converge fortement vers $v$ dans $H$, quelle est la limite de $(v_n, u_n)_H$ ?","La limite est $(v, u)_H$, c'est-à-dire $\lim_{n \to \infty}(v_n, u_n)_H = (v, u)_H$."
Comment définit-on l'espace $H^{-1}(\Omega)$ ?,"C'est l'ensemble des distributions $T \in \mathcal{D}'(\Omega)$ pour lesquelles il existe une constante $C \in \mathbb{R}_+$ telle que pour tout $\varphi \in \mathcal{D}(\Omega)$, $|\langle T, \varphi \rangle| \le C \|\varphi\|_{H^1(\Omega)}$."
"D'après le Théorème 23, à quel espace peut-on identifier $H^{-1}(\Omega)$ ?",$H^{-1}(\Omega)$ peut être identifié au dual topologique de $H^1_0(\Omega)$.
"Selon le Théorème 25, une distribution $T$ appartient à $H^{-1}(\Omega)$ si et seulement si elle peut s'écrire sous la forme _____.","$T = \sum_{|\alpha|\le1} D^\alpha g_\alpha$, avec $g_\alpha \in L^2(\Omega)$."
Qu'est-ce que l'application trace $\gamma_0$ pour une fonction $u \in H^1(\Omega)$ sur un ouvert régulier $\Omega$ ?,C'est le prolongement unique d'une application linéaire continue de l'opérateur de restriction $u \mapsto u|_{\partial\Omega}$ défini sur les fonctions continues de $H^1(\Omega)$.
Quel est le noyau de l'application trace $\gamma_0 : H^1(\Omega) \to L^2(\partial\Omega)$ ?,Le noyau de $\gamma_0$ est l'espace $H^1_0(\Omega)$.
Quelle est la formule de Green pour des fonctions $u \in H^2(\Omega)$ et $v \in H^1(\Omega)$ sur un ouvert lipschitzien $\Omega$ ?,La formule est $\int_\Omega (-\Delta u)v = -\int_{\partial\Omega} \frac{\partial u}{\partial n} v d\sigma + \int_\Omega \nabla u \cdot \nabla v$.
Que signifie la notation $V \hookrightarrow W$ pour deux espaces vectoriels normés $V$ et $W$ ?,Elle signifie que l'espace $V$ s'injecte de façon continue dans l'espace $W$.
Énoncez le théorème de Sobolev-Gagliardo-Nirenberg (Théorème 38) pour $1 \le p < d$.,"L'injection $W^{1,p}(\mathbb{R}^d) \hookrightarrow L^{p^*}(\mathbb{R}^d)$ est continue, avec $p^* = \frac{dp}{d-p}$."
"Selon le théorème de Rellich (Théorème 48), quelle est la nature de l'injection de $H^1_0(\Omega)$ dans $L^2(\Omega)$ pour un ouvert borné $\Omega$ ?",L'injection de $H^1_0(\Omega)$ dans $L^2(\Omega)$ est compacte.
Qu'affirme le théorème de Banach-Steinhaus (Théorème 67) pour une famille d'opérateurs linéaires continus $(T_i)_{i \in I}$ entre deux espaces de Banach $V$ et $W$ ?,"Si pour tout $x \in V$, la famille $(\|T_i x\|_W)_{i \in I}$ est bornée, alors la famille des normes d'opérateurs $(\|T_i\|_{\mathcal{L}(V;W)})_{i \in I}$ est elle-même bornée."
"Selon le critère de compacité de Kolmogorov (Théorème 64), une condition clé pour qu'un ensemble $B_\omega$ soit relativement compact dans $L^p(\omega)$ est l'équicontinuité uniforme des translations, soit $\forall \varepsilon > 0, \exists \delta > 0, \forall f \in B, \forall h$ avec $|h| \le \delta$, on a _____.",$\|\tau_h f - f\|_{L^p(\omega)} \le \varepsilon$.
